teamIDfg,Team,Season,AVG,OBP,SLG,RBI,batter_SO,batter_BB,batter_war,ERA,SV,K/9,WHIP,oppenent_avg,BABIP,pitcher_war,FP,run_diff,Win_Percentage
1,ANA,2001,0.261,0.327,0.405,662,1001,494,17.8,4.2,43,5.93,1.38,0.259,0.286,14.0,0.983,-39,0.46296296296296297
2,BAL,2001,0.248,0.319,0.38,663,989,514,9.3,4.7,31,5.89,1.42,0.265,0.289,9.9,0.979,-142,0.391304347826087
3,BOS,2001,0.266,0.334,0.439,739,1131,520,14.2,4.18,48,7.83,1.35,0.251,0.299,19.1,0.981,27,0.5093167701863354
4,CHW,2001,0.268,0.334,0.451,770,998,520,23.0,4.55,51,5.78,1.37,0.261,0.285,13.4,0.981,3,0.5123456790123457
5,CLE,2001,0.278,0.35,0.458,868,1076,577,23.7,4.65,42,7.58,1.44,0.266,0.315,21.1,0.982,76,0.5617283950617284
6,DET,2001,0.26,0.32,0.409,691,972,466,11.3,5.01,34,5.41,1.52,0.283,0.307,6.7,0.979,-152,0.4074074074074074
7,KCR,2001,0.266,0.318,0.409,691,898,406,11.3,4.87,30,5.69,1.47,0.272,0.293,7.6,0.981,-129,0.4012345679012346
8,MIN,2001,0.272,0.337,0.433,717,1083,495,21.8,4.51,45,6.03,1.35,0.263,0.287,11.7,0.982,5,0.5246913580246914
9,NYY,2001,0.267,0.334,0.435,774,1035,519,17.3,4.04,57,7.85,1.31,0.253,0.3,26.1,0.982,91,0.59375
10,OAK,2001,0.264,0.345,0.439,835,1021,640,28.0,3.59,44,6.87,1.25,0.246,0.282,23.9,0.98,239,0.6296296296296297
11,SEA,2001,0.288,0.36,0.445,881,989,614,44.4,3.54,56,6.46,1.2,0.232,0.26,18.9,0.986,300,0.7160493827160493
12,TBD,2001,0.258,0.32,0.388,645,1116,456,6.4,4.96,30,6.51,1.46,0.268,0.296,6.5,0.977,-215,0.38271604938271603
13,TEX,2001,0.275,0.344,0.471,844,1093,548,22.4,5.71,37,5.95,1.58,0.287,0.312,5.8,0.981,-78,0.4506172839506173
14,TOR,2001,0.263,0.325,0.43,728,1094,470,15.7,4.28,41,6.41,1.4,0.271,0.306,18.0,0.985,14,0.49382716049382713
15,ARI,2001,0.267,0.341,0.442,776,1052,587,26.0,3.88,34,8.0,1.24,0.243,0.284,21.8,0.986,141,0.5679012345679012
16,ATL,2001,0.26,0.324,0.412,696,1039,493,20.9,3.59,41,7.05,1.29,0.245,0.283,21.1,0.983,86,0.5432098765432098
17,CHC,2001,0.261,0.336,0.43,748,1077,577,20.6,4.03,41,8.42,1.33,0.244,0.294,22.2,0.982,76,0.5432098765432098
18,CIN,2001,0.262,0.324,0.419,690,1172,468,9.3,4.78,35,5.88,1.45,0.273,0.297,10.1,0.978,-115,0.4074074074074074
19,COL,2001,0.292,0.354,0.483,874,1027,511,26.5,5.29,26,6.66,1.48,0.27,0.295,10.4,0.984,17,0.4506172839506173
20,FLA,2001,0.264,0.326,0.423,713,1145,470,21.2,4.32,32,7.0,1.4,0.252,0.292,13.2,0.983,-2,0.4691358024691358
21,HOU,2001,0.271,0.347,0.451,805,1119,581,23.6,4.39,48,7.6,1.33,0.256,0.291,14.4,0.982,78,0.5740740740740741
22,LAD,2001,0.255,0.323,0.425,714,1062,519,18.2,4.25,46,7.52,1.32,0.247,0.286,16.4,0.981,14,0.5308641975308642
23,MIL,2001,0.251,0.319,0.426,712,1399,488,14.5,4.65,28,6.62,1.48,0.259,0.289,6.7,0.983,-66,0.41975308641975306
24,MON,2001,0.253,0.319,0.396,622,1071,478,1.0,4.69,28,6.94,1.42,0.266,0.302,14.0,0.982,-142,0.41975308641975306
25,NYM,2001,0.249,0.323,0.387,608,1062,545,12.2,4.08,48,7.41,1.28,0.252,0.29,17.2,0.983,-71,0.5061728395061729
26,PHI,2001,0.26,0.329,0.414,708,1125,551,22.9,4.16,47,6.76,1.35,0.253,0.287,13.6,0.985,27,0.5308641975308642
27,PIT,2001,0.247,0.313,0.393,618,1106,467,6.7,5.05,36,5.77,1.44,0.267,0.293,9.0,0.978,-201,0.38271604938271603
28,STL,2001,0.27,0.339,0.441,768,1089,529,31.1,3.96,38,6.79,1.33,0.251,0.281,12.2,0.982,130,0.5740740740740741
29,SDP,2001,0.252,0.336,0.399,753,1273,678,17.7,4.52,46,6.8,1.38,0.264,0.293,8.1,0.976,-23,0.4876543209876543
30,SFG,2001,0.266,0.342,0.46,775,1090,625,30.9,4.19,47,6.64,1.38,0.253,0.29,16.6,0.981,51,0.5555555555555556
1,ANA,2002,0.282,0.341,0.433,811,805,462,29.3,3.69,54,6.19,1.28,0.243,0.269,16.1,0.986,207,0.6111111111111112
2,BAL,2002,0.246,0.309,0.403,636,993,452,13.3,4.46,31,6.0,1.41,0.264,0.286,8.8,0.985,-106,0.41358024691358025
3,BOS,2002,0.277,0.345,0.444,810,944,545,24.7,3.75,51,7.2,1.22,0.242,0.282,22.6,0.983,194,0.5740740740740741
4,CHW,2002,0.268,0.338,0.449,819,952,555,22.2,4.57,35,5.98,1.37,0.257,0.279,14.0,0.984,58,0.5
5,CLE,2002,0.249,0.321,0.412,706,1000,542,10.2,4.91,34,6.68,1.48,0.269,0.31,15.3,0.981,-98,0.4567901234567901
6,DET,2002,0.248,0.3,0.379,546,1035,363,-1.3,4.94,33,5.05,1.45,0.28,0.302,11.2,0.977,-289,0.3416149068322981
7,KCR,2002,0.256,0.323,0.398,695,921,524,6.7,5.21,30,5.68,1.5,0.275,0.296,7.5,0.979,-154,0.38271604938271603
8,MIN,2002,0.272,0.332,0.437,731,1089,472,25.7,4.12,47,6.39,1.31,0.257,0.286,16.2,0.987,56,0.5838509316770186
9,NYY,2002,0.275,0.354,0.455,857,1171,640,27.9,3.89,53,7.04,1.27,0.252,0.293,28.2,0.979,200,0.639751552795031
10,OAK,2002,0.261,0.339,0.432,772,1008,609,24.0,3.69,48,6.33,1.28,0.247,0.281,23.1,0.984,146,0.6358024691358025
11,SEA,2002,0.275,0.35,0.419,771,1003,629,32.0,4.07,43,6.62,1.29,0.253,0.284,18.3,0.985,115,0.5740740740740741
12,TBD,2002,0.253,0.314,0.39,640,1115,456,11.8,5.29,25,5.78,1.52,0.274,0.296,2.7,0.979,-245,0.3416149068322981
13,TEX,2002,0.269,0.338,0.455,806,1055,554,20.9,5.16,33,6.44,1.53,0.268,0.298,7.6,0.984,-39,0.4444444444444444
14,TOR,2002,0.261,0.327,0.43,771,1142,522,18.3,4.81,41,6.2,1.46,0.265,0.294,12.2,0.982,-15,0.48148148148148145
15,ARI,2002,0.267,0.346,0.423,783,1016,643,22.3,3.93,40,8.11,1.23,0.243,0.289,26.4,0.985,145,0.6049382716049383
16,ATL,2002,0.26,0.331,0.409,669,1028,558,21.1,3.13,57,6.49,1.26,0.235,0.271,19.8,0.982,143,0.63125
17,CHC,2002,0.246,0.321,0.413,676,1269,585,17.0,4.3,23,8.32,1.37,0.246,0.296,17.5,0.981,-53,0.41358024691358025
18,CIN,2002,0.253,0.33,0.408,678,1188,583,16.6,4.29,42,6.07,1.41,0.264,0.293,11.3,0.981,-65,0.48148148148148145
19,COL,2002,0.274,0.337,0.423,726,1043,497,8.8,5.21,43,5.8,1.5,0.273,0.292,6.5,0.982,-120,0.4506172839506173
20,FLA,2002,0.261,0.337,0.403,653,1130,595,19.8,4.36,36,6.82,1.43,0.256,0.295,11.8,0.983,-64,0.4876543209876543
21,HOU,2002,0.262,0.338,0.417,719,1120,589,18.5,4.0,43,7.59,1.36,0.254,0.3,19.3,0.986,54,0.5185185185185185
22,LAD,2002,0.264,0.32,0.409,693,940,428,24.2,3.69,56,6.99,1.28,0.237,0.27,16.4,0.985,70,0.5679012345679012
23,MIL,2002,0.253,0.32,0.39,597,1125,500,9.4,4.76,32,6.45,1.49,0.262,0.289,4.8,0.983,-194,0.345679012345679
24,MON,2002,0.261,0.334,0.418,695,1104,575,13.2,3.98,39,6.74,1.36,0.259,0.295,16.6,0.978,17,0.5123456790123457
25,NYM,2002,0.256,0.322,0.395,650,1044,486,17.1,3.91,36,6.91,1.35,0.251,0.287,13.4,0.976,-13,0.4658385093167702
26,PHI,2002,0.259,0.339,0.422,676,1095,640,23.4,4.17,47,6.67,1.35,0.247,0.282,13.1,0.986,-14,0.4968944099378882
27,PIT,2002,0.244,0.319,0.381,610,1109,537,13.0,4.24,47,5.86,1.43,0.263,0.29,7.1,0.982,-89,0.4472049689440994
28,STL,2002,0.268,0.338,0.425,758,927,542,30.4,3.7,42,6.28,1.32,0.245,0.277,14.2,0.983,139,0.5987654320987654
29,SDP,2002,0.253,0.321,0.381,627,1062,547,13.0,4.66,40,6.94,1.46,0.268,0.306,8.9,0.979,-153,0.4074074074074074
30,SFG,2002,0.267,0.344,0.442,751,961,616,35.3,3.55,43,6.21,1.3,0.245,0.281,18.1,0.985,167,0.5900621118012422
1,ANA,2003,0.268,0.33,0.413,687,838,476,20.2,4.28,39,6.16,1.35,0.258,0.283,11.3,0.982,-7,0.47530864197530864
2,BAL,2003,0.268,0.323,0.405,695,902,431,15.6,4.76,41,6.09,1.45,0.274,0.301,11.8,0.983,-77,0.4382716049382716
3,BOS,2003,0.289,0.36,0.491,932,943,620,32.6,4.49,36,7.01,1.36,0.26,0.3,21.5,0.982,152,0.5864197530864198
4,CHW,2003,0.263,0.331,0.446,766,916,519,22.5,4.17,36,6.64,1.32,0.248,0.281,22.5,0.984,76,0.5308641975308642
5,CLE,2003,0.254,0.316,0.401,660,1062,466,13.8,4.21,34,5.82,1.36,0.26,0.284,12.1,0.98,-79,0.41975308641975306
6,DET,2003,0.24,0.3,0.375,553,1099,443,-1.2,5.32,27,4.78,1.51,0.28,0.296,2.9,0.978,-337,0.2654320987654321
7,KCR,2003,0.274,0.336,0.427,781,926,476,12.5,5.07,36,5.41,1.48,0.274,0.295,9.7,0.982,-31,0.5123456790123457
8,MIN,2003,0.277,0.341,0.431,755,1027,512,24.0,4.41,45,6.14,1.32,0.263,0.29,16.8,0.985,43,0.5555555555555556
9,NYY,2003,0.271,0.356,0.453,845,1042,684,26.5,4.03,49,6.89,1.29,0.261,0.302,28.6,0.981,161,0.6234567901234568
10,OAK,2003,0.254,0.327,0.417,742,898,556,12.7,3.63,48,6.36,1.27,0.242,0.274,22.4,0.983,125,0.5925925925925926
11,SEA,2003,0.271,0.344,0.41,759,989,586,31.1,3.76,38,6.25,1.25,0.243,0.269,16.1,0.989,158,0.5740740740740741
12,TBD,2003,0.265,0.32,0.404,678,1030,420,17.6,4.93,30,5.49,1.46,0.259,0.278,3.1,0.983,-137,0.3888888888888889
13,TEX,2003,0.266,0.33,0.454,799,1052,488,20.2,5.69,43,6.34,1.55,0.283,0.313,8.9,0.985,-143,0.4382716049382716
14,TOR,2003,0.279,0.349,0.455,853,1081,546,18.4,4.69,35,6.17,1.43,0.272,0.302,15.1,0.981,68,0.5308641975308642
15,ARI,2003,0.263,0.33,0.417,696,1006,531,7.7,3.84,42,7.99,1.31,0.245,0.293,24.6,0.982,32,0.5185185185185185
16,ATL,2003,0.284,0.349,0.475,872,933,545,35.6,4.1,51,6.13,1.36,0.252,0.283,15.2,0.981,167,0.6234567901234568
17,CHC,2003,0.259,0.323,0.416,691,1158,492,16.8,3.83,36,8.68,1.32,0.235,0.291,24.1,0.983,41,0.5432098765432098
18,CIN,2003,0.245,0.318,0.395,669,1326,524,10.3,5.09,38,5.8,1.5,0.273,0.295,6.6,0.977,-192,0.42592592592592593
19,COL,2003,0.267,0.344,0.445,814,1134,619,16.5,5.24,34,5.49,1.54,0.284,0.307,8.8,0.981,-39,0.4567901234567901
20,FLA,2003,0.266,0.333,0.421,709,978,515,23.4,4.04,36,7.05,1.35,0.253,0.297,21.3,0.987,59,0.5617283950617284
21,HOU,2003,0.263,0.336,0.431,763,1021,557,26.4,3.87,50,7.07,1.32,0.244,0.281,16.4,0.985,128,0.5370370370370371
22,LAD,2003,0.243,0.303,0.368,544,985,407,10.2,3.16,58,7.96,1.22,0.231,0.28,27.0,0.981,18,0.5246913580246914
23,MIL,2003,0.256,0.329,0.419,685,1221,547,9.6,5.03,44,6.41,1.49,0.273,0.3,6.8,0.981,-159,0.41975308641975306
24,MON,2003,0.258,0.326,0.401,682,990,522,9.6,4.01,42,6.44,1.34,0.26,0.29,15.5,0.983,-5,0.5123456790123457
25,NYM,2003,0.247,0.314,0.374,607,1035,489,5.1,4.5,38,5.78,1.47,0.268,0.295,8.3,0.98,-112,0.40993788819875776
26,PHI,2003,0.261,0.343,0.419,757,1155,651,26.4,4.06,33,6.61,1.33,0.248,0.284,16.6,0.984,94,0.5308641975308642
27,PIT,2003,0.267,0.338,0.42,711,1049,529,21.0,4.65,44,5.77,1.4,0.266,0.292,9.1,0.98,-48,0.46296296296296297
28,STL,2003,0.279,0.35,0.454,827,952,580,34.4,4.62,41,5.96,1.4,0.266,0.289,7.3,0.987,80,0.5246913580246914
29,SDP,2003,0.261,0.333,0.388,641,1073,565,22.4,4.87,31,6.86,1.45,0.259,0.289,3.9,0.983,-153,0.3950617283950617
30,SFG,2003,0.264,0.338,0.425,713,980,593,28.2,3.73,43,6.3,1.32,0.245,0.278,15.7,0.987,117,0.6211180124223602
1,ANA,2004,0.282,0.341,0.429,783,942,450,23.4,4.28,50,7.2,1.36,0.259,0.299,19.6,0.985,102,0.5679012345679012
2,BAL,2004,0.281,0.345,0.432,803,949,528,22.0,4.71,27,6.74,1.49,0.261,0.298,15.7,0.982,12,0.48148148148148145
3,BOS,2004,0.282,0.36,0.472,912,1189,659,24.7,4.19,36,7.02,1.29,0.252,0.289,20.7,0.981,181,0.6049382716049383
4,CHW,2004,0.268,0.333,0.457,823,1030,499,23.2,4.91,34,6.37,1.42,0.268,0.293,13.0,0.984,34,0.5123456790123457
5,CLE,2004,0.276,0.351,0.444,820,1009,606,26.8,4.82,32,6.84,1.45,0.267,0.301,9.4,0.983,1,0.49382716049382713
6,DET,2004,0.272,0.337,0.449,800,1144,518,21.7,4.93,35,6.22,1.44,0.27,0.299,10.9,0.977,-17,0.4444444444444444
7,KCR,2004,0.259,0.322,0.397,675,1057,461,1.0,5.16,25,5.62,1.52,0.285,0.307,9.0,0.978,-185,0.35802469135802467
8,MIN,2004,0.266,0.332,0.431,735,982,513,17.2,4.04,48,6.85,1.32,0.263,0.302,22.4,0.984,65,0.5679012345679012
9,NYY,2004,0.268,0.353,0.458,863,982,670,21.7,4.69,59,6.6,1.37,0.267,0.3,18.6,0.983,89,0.6234567901234568
10,OAK,2004,0.27,0.343,0.433,752,1061,608,20.6,4.17,35,6.32,1.37,0.257,0.289,17.7,0.986,51,0.5617283950617284
11,SEA,2004,0.27,0.331,0.396,658,1058,492,17.3,4.76,28,6.39,1.42,0.261,0.286,8.9,0.983,-125,0.3888888888888889
12,TBD,2004,0.258,0.32,0.405,685,944,469,16.3,4.82,35,5.86,1.44,0.261,0.283,7.2,0.98,-128,0.43478260869565216
13,TEX,2004,0.266,0.329,0.457,825,1099,500,18.4,4.54,52,6.12,1.45,0.269,0.297,14.9,0.981,66,0.5493827160493827
14,TOR,2004,0.26,0.328,0.403,680,1083,513,12.7,4.93,37,6.05,1.49,0.268,0.296,11.7,0.985,-104,0.4161490683229814
15,ARI,2004,0.253,0.31,0.393,582,1022,441,-0.4,4.98,33,7.23,1.5,0.261,0.297,10.6,0.977,-284,0.3148148148148148
16,ATL,2004,0.27,0.343,0.434,767,1158,587,29.0,3.75,48,6.36,1.38,0.26,0.294,16.1,0.981,135,0.5925925925925926
17,CHC,2004,0.268,0.328,0.458,755,1080,489,25.4,3.83,42,8.27,1.3,0.242,0.289,22.3,0.986,124,0.5493827160493827
18,CIN,2004,0.25,0.331,0.418,713,1335,599,15.6,5.21,47,6.18,1.5,0.274,0.296,5.6,0.981,-157,0.4691358024691358
19,COL,2004,0.275,0.345,0.455,795,1181,568,14.1,5.54,36,5.94,1.62,0.283,0.311,7.2,0.986,-90,0.41975308641975306
20,FLA,2004,0.264,0.329,0.406,677,968,499,18.2,4.1,53,6.98,1.33,0.252,0.288,16.6,0.986,18,0.5123456790123457
21,HOU,2004,0.267,0.342,0.436,756,999,590,24.6,4.05,47,8.0,1.35,0.252,0.299,20.7,0.983,105,0.5679012345679012
22,LAD,2004,0.262,0.332,0.423,731,1092,536,28.0,4.01,51,6.6,1.31,0.248,0.279,16.2,0.988,77,0.5740740740740741
23,MIL,2004,0.248,0.321,0.387,601,1312,540,9.8,4.26,42,6.85,1.33,0.254,0.289,19.0,0.981,-123,0.4161490683229814
24,MON,2004,0.249,0.313,0.392,605,925,496,5.7,4.33,31,6.42,1.42,0.262,0.291,9.7,0.984,-134,0.41358024691358025
25,NYM,2004,0.249,0.317,0.409,658,1159,512,11.3,4.1,31,6.07,1.41,0.255,0.284,12.3,0.978,-47,0.4382716049382716
26,PHI,2004,0.267,0.345,0.443,802,1133,645,26.7,4.47,43,6.58,1.36,0.259,0.286,13.4,0.987,59,0.5308641975308642
27,PIT,2004,0.26,0.321,0.401,648,1066,415,7.8,4.31,46,6.8,1.42,0.261,0.301,15.7,0.983,-64,0.4472049689440994
28,STL,2004,0.278,0.344,0.46,817,1085,548,33.6,3.75,57,6.45,1.25,0.246,0.276,16.4,0.985,196,0.6481481481481481
29,SDP,2004,0.273,0.342,0.414,722,910,566,25.9,4.03,44,6.74,1.31,0.258,0.29,15.6,0.982,63,0.5370370370370371
30,SFG,2004,0.27,0.357,0.438,805,874,705,27.5,4.34,46,6.3,1.39,0.259,0.29,12.7,0.984,80,0.5617283950617284
1,LAA,2005,0.27,0.325,0.409,726,848,447,19.6,3.68,54,6.92,1.27,0.25,0.288,21.4,0.986,118,0.5864197530864198
2,BAL,2005,0.269,0.327,0.434,700,902,447,18.8,4.56,38,6.63,1.43,0.26,0.292,12.4,0.982,-71,0.4567901234567901
3,BOS,2005,0.281,0.357,0.454,863,1044,653,27.6,4.74,38,6.04,1.39,0.272,0.303,13.9,0.982,105,0.5864197530864198
4,CHW,2005,0.262,0.322,0.425,713,1002,435,18.0,3.61,54,6.34,1.25,0.246,0.275,23.0,0.985,96,0.6111111111111112
5,CLE,2005,0.271,0.334,0.453,760,1093,503,30.9,3.61,51,6.51,1.22,0.244,0.275,19.2,0.983,148,0.5740740740740741
6,DET,2005,0.272,0.321,0.428,678,1038,384,20.9,4.52,37,5.69,1.37,0.267,0.29,9.7,0.982,-64,0.4382716049382716
7,KCR,2005,0.263,0.32,0.396,653,1008,424,2.7,5.56,25,5.88,1.57,0.287,0.317,6.1,0.979,-234,0.345679012345679
8,MIN,2005,0.259,0.323,0.391,644,978,485,13.2,3.72,44,5.93,1.23,0.257,0.283,19.0,0.984,26,0.5123456790123457
9,NYY,2005,0.276,0.355,0.45,847,989,637,17.4,4.54,46,6.2,1.37,0.265,0.297,15.2,0.984,97,0.5864197530864198
10,OAK,2005,0.262,0.33,0.407,739,819,537,23.0,3.7,38,6.67,1.25,0.238,0.271,18.3,0.986,114,0.5432098765432098
11,SEA,2005,0.256,0.317,0.391,657,986,466,13.7,4.49,39,5.62,1.39,0.264,0.287,9.3,0.986,-52,0.42592592592592593
12,TBD,2005,0.274,0.329,0.425,717,990,412,20.6,5.4,43,6.01,1.54,0.275,0.302,4.9,0.979,-186,0.41358024691358025
13,TEX,2005,0.267,0.329,0.468,834,1112,495,20.8,4.97,46,5.83,1.47,0.274,0.304,13.7,0.982,7,0.4876543209876543
14,TOR,2005,0.265,0.331,0.407,735,955,486,19.1,4.06,35,5.96,1.33,0.261,0.286,14.0,0.985,70,0.49382716049382713
15,ARI,2005,0.256,0.332,0.421,670,1094,606,12.4,4.87,45,6.41,1.45,0.272,0.303,11.9,0.985,-160,0.47530864197530864
16,ATL,2005,0.265,0.333,0.435,733,1084,534,29.6,3.98,38,5.79,1.39,0.264,0.294,14.4,0.986,95,0.5555555555555556
17,CHC,2005,0.27,0.324,0.44,674,920,419,21.3,4.19,39,7.85,1.34,0.244,0.284,15.1,0.983,-11,0.4876543209876543
18,CIN,2005,0.261,0.339,0.446,784,1303,611,23.2,5.18,31,6.0,1.5,0.284,0.309,7.0,0.983,-69,0.4506172839506173
19,COL,2005,0.267,0.333,0.411,704,1103,509,10.3,5.14,37,6.22,1.55,0.281,0.314,10.2,0.981,-121,0.41358024691358025
20,FLA,2005,0.272,0.339,0.409,678,918,512,18.2,4.19,42,7.02,1.4,0.26,0.308,21.2,0.983,-15,0.5123456790123457
21,HOU,2005,0.256,0.322,0.408,654,1037,481,18.1,3.52,45,7.26,1.23,0.242,0.281,22.6,0.985,84,0.5493827160493827
22,LAD,2005,0.253,0.326,0.395,653,1094,541,13.6,4.38,40,6.33,1.33,0.257,0.285,11.3,0.983,-70,0.4382716049382716
23,MIL,2005,0.259,0.331,0.423,689,1162,531,19.4,3.98,46,7.34,1.36,0.247,0.285,16.5,0.98,29,0.5
24,WSN,2005,0.252,0.322,0.386,615,1090,491,16.6,3.87,51,6.15,1.37,0.257,0.29,14.5,0.985,-34,0.5
25,NYM,2005,0.258,0.322,0.416,683,1075,486,18.1,3.77,38,6.34,1.31,0.249,0.283,17.4,0.983,74,0.5123456790123457
26,PHI,2005,0.27,0.348,0.423,760,1083,639,29.3,4.21,40,7.27,1.3,0.248,0.283,16.0,0.985,81,0.5432098765432098
27,PIT,2005,0.259,0.322,0.4,656,1092,471,13.4,4.44,35,6.0,1.44,0.261,0.29,7.2,0.981,-89,0.41358024691358025
28,STL,2005,0.27,0.339,0.423,757,947,534,27.1,3.49,48,6.06,1.27,0.252,0.282,15.5,0.984,171,0.6172839506172839
29,SDP,2005,0.257,0.333,0.391,655,977,600,20.3,4.13,45,7.01,1.34,0.255,0.295,17.4,0.982,-42,0.5061728395061729
30,SFG,2005,0.261,0.319,0.396,617,901,431,13.0,4.35,46,6.06,1.42,0.258,0.289,11.7,0.985,-96,0.46296296296296297
1,LAA,2006,0.274,0.334,0.425,737,914,486,17.0,4.04,50,7.21,1.29,0.251,0.291,21.3,0.979,34,0.5493827160493827
2,BAL,2006,0.277,0.339,0.424,727,878,474,17.1,5.35,35,6.44,1.54,0.279,0.307,7.6,0.983,-131,0.43209876543209874
3,BOS,2006,0.269,0.351,0.435,777,1056,672,16.1,4.83,46,6.68,1.44,0.275,0.311,13.4,0.989,-5,0.5308641975308642
4,CHW,2006,0.28,0.342,0.464,839,1056,502,19.3,4.61,46,6.29,1.36,0.267,0.295,19.2,0.985,74,0.5555555555555556
5,CLE,2006,0.28,0.349,0.457,839,1204,556,21.2,4.43,24,5.99,1.41,0.277,0.308,16.4,0.981,88,0.48148148148148145
6,DET,2006,0.274,0.329,0.449,785,1133,430,21.8,3.85,46,6.23,1.32,0.253,0.284,18.5,0.983,147,0.5864197530864198
7,KCR,2006,0.271,0.332,0.411,718,1040,474,18.3,5.67,35,5.7,1.6,0.287,0.311,0.5,0.984,-214,0.38271604938271603
8,MIN,2006,0.287,0.347,0.425,754,872,490,22.7,3.95,40,7.28,1.28,0.263,0.302,20.6,0.986,118,0.5925925925925926
9,NYY,2006,0.285,0.363,0.461,902,1053,649,24.2,4.43,43,6.35,1.36,0.258,0.289,17.3,0.983,163,0.5987654320987654
10,OAK,2006,0.26,0.34,0.412,735,976,650,16.5,4.22,54,6.22,1.41,0.268,0.301,17.2,0.986,44,0.5740740740740741
11,SEA,2006,0.272,0.325,0.424,703,974,404,19.7,4.6,47,6.64,1.42,0.264,0.297,13.4,0.985,-36,0.48148148148148145
12,TBD,2006,0.255,0.314,0.42,650,1106,441,10.3,4.97,33,6.2,1.55,0.28,0.312,8.8,0.981,-167,0.3765432098765432
13,TEX,2006,0.278,0.338,0.446,799,1061,505,15.9,4.61,42,6.11,1.44,0.275,0.307,15.8,0.984,51,0.49382716049382713
14,TOR,2006,0.284,0.348,0.463,778,906,514,25.4,4.37,42,6.78,1.37,0.259,0.292,15.4,0.984,55,0.5370370370370371
15,ARI,2006,0.267,0.331,0.424,743,965,504,10.8,4.49,34,6.87,1.4,0.262,0.299,19.0,0.983,-15,0.4691358024691358
16,ATL,2006,0.27,0.337,0.455,818,1169,526,23.7,4.6,38,6.55,1.46,0.267,0.3,11.0,0.984,44,0.4876543209876543
17,CHC,2006,0.268,0.319,0.422,677,928,395,13.7,4.74,29,7.82,1.45,0.249,0.286,10.4,0.982,-118,0.4074074074074074
18,CIN,2006,0.257,0.336,0.432,718,1192,614,19.8,4.53,36,6.56,1.41,0.272,0.301,14.7,0.979,-52,0.49382716049382713
19,COL,2006,0.27,0.341,0.433,761,1108,561,13.5,4.66,34,5.92,1.45,0.272,0.304,17.3,0.985,1,0.4691358024691358
20,FLA,2006,0.264,0.331,0.435,713,1249,497,20.2,4.37,41,6.83,1.46,0.262,0.299,12.2,0.979,-14,0.48148148148148145
21,HOU,2006,0.255,0.332,0.409,708,1076,585,19.7,4.09,42,7.11,1.3,0.251,0.286,19.2,0.987,16,0.5061728395061729
22,LAD,2006,0.276,0.348,0.432,787,959,601,20.7,4.23,40,6.58,1.38,0.265,0.302,19.7,0.982,69,0.5432098765432098
23,MIL,2006,0.258,0.327,0.42,695,1233,502,15.9,4.83,43,7.23,1.38,0.259,0.297,16.2,0.98,-103,0.46296296296296297
24,WSN,2006,0.262,0.338,0.418,695,1156,594,19.5,5.03,32,6.02,1.48,0.267,0.292,4.6,0.978,-126,0.4382716049382716
25,NYM,2006,0.264,0.334,0.445,800,1071,547,28.1,4.16,43,7.15,1.32,0.248,0.284,16.2,0.983,103,0.5987654320987654
26,PHI,2006,0.267,0.347,0.447,823,1203,626,25.9,4.61,42,7.01,1.42,0.27,0.304,14.2,0.983,53,0.5246913580246914
27,PIT,2006,0.263,0.327,0.397,656,1200,459,7.7,4.55,39,6.65,1.51,0.273,0.312,12.5,0.983,-106,0.41358024691358025
28,STL,2006,0.269,0.337,0.431,745,922,531,23.3,4.54,38,6.11,1.38,0.263,0.288,7.8,0.984,19,0.515527950310559
29,SDP,2006,0.263,0.332,0.416,698,1104,564,26.1,3.88,50,6.75,1.27,0.245,0.276,16.4,0.985,52,0.5432098765432098
30,SFG,2006,0.259,0.324,0.422,711,891,494,15.7,4.64,37,6.24,1.4,0.255,0.287,13.0,0.985,-44,0.4720496894409938
1,LAA,2007,0.284,0.345,0.417,776,883,507,21.6,4.23,43,7.25,1.36,0.263,0.307,20.0,0.983,91,0.5802469135802469
2,BAL,2007,0.272,0.333,0.412,718,939,500,15.1,5.19,30,6.8,1.52,0.264,0.302,11.0,0.987,-112,0.42592592592592593
3,BOS,2007,0.279,0.362,0.444,829,1042,689,29.7,3.87,45,7.19,1.27,0.244,0.284,18.4,0.986,210,0.5925925925925926
4,CHW,2007,0.246,0.318,0.404,667,1149,532,2.9,4.77,42,6.34,1.43,0.271,0.304,17.2,0.982,-146,0.4444444444444444
5,CLE,2007,0.268,0.343,0.428,784,1202,590,21.7,4.05,49,6.44,1.32,0.265,0.302,20.5,0.985,107,0.5925925925925926
6,DET,2007,0.287,0.345,0.458,857,1054,474,30.7,4.58,44,6.51,1.43,0.262,0.295,11.1,0.984,90,0.5432098765432098
7,KCR,2007,0.261,0.322,0.388,660,1069,428,14.3,4.5,36,6.22,1.44,0.272,0.304,12.1,0.982,-72,0.42592592592592593
8,MIN,2007,0.264,0.33,0.391,671,839,512,14.1,4.18,38,6.85,1.34,0.266,0.301,13.7,0.984,-7,0.4876543209876543
9,NYY,2007,0.29,0.366,0.463,929,991,637,33.9,4.5,34,6.26,1.43,0.264,0.299,13.5,0.985,191,0.5802469135802469
10,OAK,2007,0.256,0.338,0.407,711,1119,664,17.2,4.3,36,6.44,1.38,0.259,0.296,17.0,0.985,-17,0.4691358024691358
