teamIDfg,Team,Season,AVG,OBP,SLG,RBI,batter_SO,batter_BB,batter_war,ERA,SV,K/9,WHIP,oppenent_avg,BABIP,pitcher_war,FP,run_diff,Win_Percentage
30,SFG,2019,0.239,0.302,0.392,655,1435,475,8.7,4.38,41,8.38,1.3,0.246,0.286,8.3,0.985,-95,0.47530864197530864
1,LAA,2021,0.245,0.31,0.407,691,1394,464,11.6,4.69,39,9.2,1.38,0.248,0.305,16.0,0.985,-81,0.47530864197530864
2,BAL,2021,0.239,0.304,0.402,632,1454,451,6.6,5.85,26,7.92,1.48,0.27,0.305,7.8,0.987,-297,0.32098765432098764
3,BOS,2021,0.261,0.328,0.449,783,1386,512,21.6,4.27,49,9.68,1.38,0.255,0.323,19.9,0.981,80,0.5679012345679012
4,CHW,2021,0.256,0.336,0.422,757,1389,586,22.9,3.73,43,10.18,1.2,0.226,0.288,27.6,0.982,160,0.5740740740740741
5,CLE,2021,0.238,0.303,0.407,686,1387,453,16.3,4.34,39,8.89,1.28,0.238,0.282,10.7,0.985,-10,0.49382716049382713
6,DET,2021,0.242,0.308,0.399,675,1514,490,10.5,4.32,42,7.98,1.37,0.249,0.289,8.8,0.986,-59,0.47530864197530864
7,KCR,2021,0.249,0.306,0.396,647,1258,421,13.5,4.64,37,8.53,1.39,0.251,0.301,12.7,0.985,-102,0.4567901234567901
8,MIN,2021,0.241,0.314,0.423,690,1405,525,21.4,4.83,42,8.35,1.32,0.252,0.29,6.8,0.982,-105,0.4506172839506173
9,NYY,2021,0.237,0.322,0.407,666,1482,621,16.5,3.76,47,9.84,1.21,0.228,0.284,21.7,0.983,42,0.5679012345679012
10,OAK,2021,0.238,0.317,0.406,698,1349,545,24.4,4.02,39,8.37,1.26,0.245,0.29,14.4,0.987,56,0.5308641975308642
11,SEA,2021,0.226,0.303,0.385,673,1492,535,12.5,4.3,51,8.3,1.28,0.244,0.288,14.1,0.986,-51,0.5555555555555556
12,TBR,2021,0.243,0.321,0.429,810,1542,585,31.4,3.67,42,9.14,1.17,0.23,0.281,18.9,0.986,206,0.6172839506172839
13,TEX,2021,0.232,0.294,0.375,598,1381,433,11.8,4.8,31,7.83,1.34,0.254,0.288,5.4,0.986,-190,0.37037037037037035
14,TOR,2021,0.266,0.33,0.466,816,1218,496,29.8,3.91,34,9.4,1.23,0.234,0.284,14.5,0.984,183,0.5617283950617284
15,ARI,2021,0.236,0.309,0.382,644,1465,537,10.9,5.15,22,7.86,1.44,0.262,0.299,3.3,0.983,-214,0.32098765432098764
16,ATL,2021,0.244,0.319,0.435,762,1453,549,24.1,3.89,40,9.04,1.24,0.231,0.28,15.5,0.988,134,0.546583850931677
17,CHC,2021,0.237,0.312,0.407,672,1596,502,17.3,4.88,40,8.65,1.4,0.252,0.294,3.8,0.985,-134,0.4382716049382716
18,CIN,2021,0.249,0.328,0.431,756,1425,553,16.6,4.41,41,9.56,1.36,0.241,0.297,16.9,0.984,26,0.5123456790123457
19,COL,2021,0.249,0.317,0.414,709,1356,491,11.2,4.83,33,8.18,1.39,0.257,0.302,13.8,0.987,-57,0.45962732919254656
20,MIA,2021,0.233,0.298,0.372,594,1553,450,11.9,3.96,33,8.78,1.28,0.237,0.29,15.7,0.979,-78,0.41358024691358025
21,HOU,2021,0.267,0.339,0.444,834,1222,569,33.7,3.8,34,9.07,1.23,0.226,0.275,16.9,0.988,205,0.5864197530864198
22,LAD,2021,0.244,0.33,0.429,799,1408,613,29.2,3.03,56,9.91,1.1,0.205,0.26,27.1,0.985,269,0.654320987654321
23,MIL,2021,0.233,0.317,0.396,700,1465,586,19.0,3.5,44,10.14,1.18,0.215,0.275,23.4,0.984,115,0.5864197530864198
24,WSN,2021,0.258,0.337,0.417,686,1303,573,19.8,4.82,36,8.69,1.37,0.25,0.289,6.8,0.983,-96,0.4012345679012346
25,NYM,2021,0.239,0.315,0.391,604,1392,495,21.8,3.9,41,9.48,1.23,0.233,0.287,16.3,0.983,-32,0.47530864197530864
26,PHI,2021,0.24,0.318,0.408,700,1402,564,18.7,4.39,36,9.39,1.29,0.241,0.296,17.3,0.984,-11,0.5061728395061729
27,PIT,2021,0.236,0.309,0.364,570,1328,529,7.2,5.08,25,8.46,1.44,0.257,0.302,5.7,0.988,-224,0.3765432098765432
28,STL,2021,0.244,0.313,0.412,678,1341,478,25.6,4.0,50,7.78,1.3,0.231,0.272,12.4,0.986,34,0.5555555555555556
29,SDP,2021,0.242,0.321,0.401,695,1324,586,21.0,4.1,43,9.55,1.25,0.234,0.287,13.5,0.986,21,0.4876543209876543
30,SFG,2021,0.249,0.329,0.44,768,1461,602,30.8,3.25,56,8.81,1.15,0.227,0.279,22.0,0.986,210,0.6604938271604939
1,LAA,2022,0.233,0.297,0.39,600,1539,449,11.8,3.79,38,8.67,1.24,0.228,0.276,17.0,0.985,-45,0.4506172839506173
2,BAL,2022,0.236,0.305,0.39,639,1390,476,19.0,3.97,46,7.62,1.29,0.253,0.296,11.9,0.985,-14,0.5123456790123457
3,BOS,2022,0.258,0.321,0.409,704,1373,478,17.8,4.53,39,8.47,1.35,0.253,0.304,9.8,0.985,-52,0.48148148148148145
4,CHW,2022,0.256,0.31,0.387,654,1269,388,15.2,3.94,48,9.01,1.29,0.239,0.295,17.3,0.982,-31,0.5
5,CLE,2022,0.254,0.316,0.383,662,1122,450,21.6,3.47,51,8.59,1.16,0.228,0.274,18.6,0.984,64,0.5679012345679012
6,DET,2022,0.231,0.286,0.346,530,1413,380,2.6,4.04,38,7.58,1.3,0.244,0.284,9.4,0.984,-156,0.4074074074074074
7,KCR,2022,0.244,0.306,0.38,613,1287,460,10.7,4.72,33,7.57,1.47,0.267,0.312,7.5,0.986,-170,0.4012345679012346
8,MIN,2022,0.248,0.317,0.401,668,1353,518,21.2,3.98,28,8.37,1.24,0.24,0.285,10.7,0.985,12,0.48148148148148145
9,NYY,2022,0.241,0.325,0.426,764,1391,620,35.3,3.3,47,9.05,1.12,0.217,0.268,19.6,0.987,240,0.6111111111111112
10,OAK,2022,0.216,0.281,0.346,537,1389,433,6.8,4.54,34,7.59,1.33,0.251,0.289,3.6,0.984,-202,0.37037037037037035
11,SEA,2022,0.23,0.315,0.39,663,1397,596,23.0,3.59,40,8.65,1.19,0.233,0.279,13.8,0.988,67,0.5555555555555556
12,TBR,2022,0.239,0.309,0.377,634,1395,500,19.8,3.41,44,8.68,1.15,0.23,0.277,16.5,0.985,52,0.5308641975308642
13,TEX,2022,0.239,0.301,0.395,670,1446,456,18.9,4.22,37,8.24,1.34,0.244,0.292,8.9,0.984,-36,0.41975308641975306
14,TOR,2022,0.264,0.329,0.431,756,1242,500,31.2,3.89,46,8.68,1.23,0.244,0.295,17.0,0.986,96,0.5679012345679012
15,ARI,2022,0.23,0.304,0.385,658,1341,531,19.9,4.25,33,7.65,1.29,0.244,0.282,7.7,0.985,-38,0.4567901234567901
16,ATL,2022,0.253,0.317,0.443,753,1498,470,28.9,3.46,55,9.66,1.19,0.224,0.286,22.7,0.987,180,0.6234567901234568
17,CHC,2022,0.238,0.311,0.387,620,1448,507,15.9,4.03,44,8.62,1.3,0.242,0.287,8.7,0.984,-74,0.4567901234567901
18,CIN,2022,0.235,0.304,0.372,618,1430,452,5.1,4.86,31,8.94,1.39,0.248,0.298,9.9,0.986,-167,0.38271604938271603
19,COL,2022,0.254,0.315,0.398,669,1330,453,6.8,5.08,43,7.5,1.44,0.269,0.312,12.6,0.983,-175,0.41975308641975306
20,MIA,2022,0.23,0.294,0.363,554,1429,436,10.6,3.87,41,9.0,1.27,0.24,0.295,14.1,0.988,-90,0.42592592592592593
21,HOU,2022,0.248,0.319,0.424,715,1179,528,29.7,2.9,53,9.49,1.09,0.21,0.268,27.0,0.987,219,0.654320987654321
22,LAD,2022,0.257,0.333,0.442,812,1374,607,38.9,2.8,43,9.08,1.05,0.207,0.255,24.6,0.986,334,0.6851851851851852
23,MIL,2022,0.235,0.315,0.409,703,1464,577,24.2,3.83,52,9.52,1.22,0.226,0.28,14.9,0.984,37,0.5308641975308642
24,WSN,2022,0.249,0.31,0.377,579,1221,442,6.2,5.0,28,7.78,1.44,0.263,0.297,1.0,0.982,-252,0.3395061728395062
25,NYM,2022,0.259,0.332,0.412,735,1217,510,31.3,3.58,41,9.79,1.18,0.234,0.297,20.3,0.988,166,0.6234567901234568
26,PHI,2022,0.253,0.317,0.422,719,1363,478,21.5,3.98,42,8.97,1.26,0.243,0.302,22.7,0.988,62,0.5370370370370371
27,PIT,2022,0.222,0.291,0.364,555,1497,476,6.7,4.66,33,7.92,1.42,0.256,0.304,9.5,0.979,-226,0.38271604938271603
28,STL,2022,0.252,0.325,0.42,739,1226,537,33.0,3.79,37,7.38,1.27,0.244,0.287,13.4,0.989,135,0.5740740740740741
29,SDP,2022,0.241,0.318,0.382,682,1327,574,21.1,3.81,48,9.05,1.2,0.23,0.282,19.3,0.987,45,0.5493827160493827
30,SFG,2022,0.234,0.315,0.39,683,1462,571,15.5,3.86,39,8.6,1.28,0.25,0.31,20.0,0.983,19,0.5
